GAGA-ID	Species	Description	Download	Output name	Tissue	Caste	Note	SRA accession	Bioproject	BioSample	Assay Type	AvgSpotLen	Bases	Bytes	Center Name	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Platform	ReleaseDate	Sample Name	SRA Study	GEO_Accession	source_name	genotype/variation	social_status	Strain	BIOME	Collection_date	dev_stage	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	health_state	Isolate	Library Name	sex	tissue_type																												
GAGA-0224	Temnothorax americanus	Worker, Colony_Y_695, forward		GAGA-0224_Tame_worker_rep1	Whole	Worker		SRR11149984	PRJNA606685	SAMN14103483	RNA-Seq	200	4.31 G	1.50 Gb	UNIVERSITY OF REGENSBURG	SRX7786053	Illumina HiSeq 4000	unspecified	TRANSCRIPTOMIC	Temnothorax americanus	01/05/2020	FCHGV3MBBXX-HKANTfffTACKRAAPEI-202_L2_1	SRP250461	Whole body	Invertebrate	2016-06	USA	North America	USA: New York, Rensselaerville, Huyck Preserve	Worker, Colony_Y_695, forward	Temnothorax_18		Susanne Foitzik and Philip Kohlmeier	not collected																																		
GAGA-0224	Temnothorax americanus	Queen, Colony_Y_695, forward		GAGA-0224_Tame_queen_rep1	Whole	Queen		SRR11149983	PRJNA606685	SAMN14103485	RNA-Seq	200	4.35 G	1.48 Gb	UNIVERSITY OF REGENSBURG	SRX7786054	Illumina HiSeq 4000	unspecified	TRANSCRIPTOMIC	Temnothorax americanus	01/05/2020	FCHGV3MBBXX-HKANTfffTACLRAAPEI-205_L2_1	SRP250461	Whole body	Invertebrate	2016-06	USA	North America	USA: New York, Rensselaerville, Huyck Preserve	Queen, Colony_Y_695, forward	Temnothorax_19		Susanne Foitzik and Philip Kohlmeier	not collected																																		
GAGA-0224	Temnothorax americanus	Male, Colony_Y_695, forward		GAGA-0224_Tame_male_rep1	Whole	Male		SRR11149982	PRJNA606685	SAMN14103487	RNA-Seq	200	4.31 G	1.50 Gb	UNIVERSITY OF REGENSBURG	SRX7786055	Illumina HiSeq 4000	unspecified	TRANSCRIPTOMIC	Temnothorax americanus	01/05/2020	FCHGV3MBBXX-HKANTfffTACMRAAPEI-206_L7_1	SRP250461	Whole body	Invertebrate	2016-06	USA	North America	USA: New York, Rensselaerville, Huyck Preserve	Male, Colony_Y_695, forward	Temnothorax_20		Susanne Foitzik and Philip Kohlmeier	not collected																																		
GAGA-0224	Temnothorax americanus	Larva, Colony_K_482, forward		GAGA-0224_Tame_larvae_rep2	Whole	Larvae		SRR11149980	PRJNA606685	SAMN14103489	RNA-Seq	200	4.31 G	1.49 Gb	UNIVERSITY OF REGENSBURG	SRX7786057	Illumina HiSeq 4000	unspecified	TRANSCRIPTOMIC	Temnothorax americanus	01/05/2020	FCHGV3MBBXX-HKANTfffTACNRAAPEI-207_L7_1	SRP250461	Whole body	Invertebrate	2016-06	USA	North America	USA: New York, Rensselaerville, Huyck Preserve	Larva, Colony_K_482, forward	Temnothorax_21		Susanne Foitzik and Philip Kohlmeier	not collected																																		
GAGA-0224	Temnothorax americanus	Worker_Pupa, Colony_K_482, forward		GAGA-0224_Tame_pupae_rep2	Whole	Pupae		SRR11149979	PRJNA606685	SAMN14103491	RNA-Seq	200	4.47 G	1.57 Gb	UNIVERSITY OF REGENSBURG	SRX7786058	Illumina HiSeq 4000	unspecified	TRANSCRIPTOMIC	Temnothorax americanus	01/05/2020	FCHGV3MBBXX-HKANTfffTACORAAPEI-208_L7_1	SRP250461	Whole body	Invertebrate	2016-06	USA	North America	USA: New York, Rensselaerville, Huyck Preserve	Worker_Pupa, Colony_K_482, forward	Temnothorax_22		Susanne Foitzik and Philip Kohlmeier	not collected																																		
GAGA-0224	Temnothorax americanus	Worker, Colony_K_482, forward		GAGA-0224_Tame_worker_rep2	Whole	Worker		SRR11149978	PRJNA606685	SAMN14103493	RNA-Seq	200	4.30 G	1.49 Gb	UNIVERSITY OF REGENSBURG	SRX7786059	Illumina HiSeq 4000	unspecified	TRANSCRIPTOMIC	Temnothorax americanus	01/05/2020	FCHGV3MBBXX-HKANTfffTACPRAAPEI-209_L7_1	SRP250461	Whole body	Invertebrate	2016-06	USA	North America	USA: New York, Rensselaerville, Huyck Preserve	Worker, Colony_K_482, forward	Temnothorax_23		Susanne Foitzik and Philip Kohlmeier	not collected																																		
GAGA-0224	Temnothorax americanus	Queen, Colony_K_482, forward		GAGA-0224_Tame_queen_rep2	Whole	Queen		SRR11149977	PRJNA606685	SAMN14103495	RNA-Seq	200	4.30 G	1.49 Gb	UNIVERSITY OF REGENSBURG	SRX7786060	Illumina HiSeq 4000	unspecified	TRANSCRIPTOMIC	Temnothorax americanus	01/05/2020	FCHGV3MBBXX-HKANTfffTACQRAAPEI-210_L7_1	SRP250461	Whole body	Invertebrate	2016-06	USA	North America	USA: New York, Rensselaerville, Huyck Preserve	Queen, Colony_K_482, forward	Temnothorax_24		Susanne Foitzik and Philip Kohlmeier	not collected																																		
GAGA-0224	Temnothorax americanus	Male, Colony_K_482, forward		GAGA-0224_Tame_male_rep2	Whole	Male		SRR11149976	PRJNA606685	SAMN14103497	RNA-Seq	200	4.50 G	1.58 Gb	UNIVERSITY OF REGENSBURG	SRX7786061	Illumina HiSeq 4000	unspecified	TRANSCRIPTOMIC	Temnothorax americanus	01/05/2020	FCHGV3MBBXX-HKANTfffTACRRAAPEI-211_L7_1	SRP250461	Whole body	Invertebrate	2016-06	USA	North America	USA: New York, Rensselaerville, Huyck Preserve	Male, Colony_K_482, forward	Temnothorax_25		Susanne Foitzik and Philip Kohlmeier	not collected																																		
GAGA-0224	Temnothorax americanus	Larva, Colony_F_396, forward		GAGA-0224_Tame_larvae_rep3	Whole	Larvae	Colony396 is the one in ERDA	SRR11149975	PRJNA606685	SAMN14103499	RNA-Seq	200	4.33 G	1.51 Gb	UNIVERSITY OF REGENSBURG	SRX7786062	Illumina HiSeq 4000	unspecified	TRANSCRIPTOMIC	Temnothorax americanus	01/05/2020	FCHGV3MBBXX-HKANTfffTACSRABPEI-212_L3_1	SRP250461	Whole body	Invertebrate	2016-06	USA	North America	USA: New York, Rensselaerville, Huyck Preserve	Larva, Colony_F_396, forward	Temnothorax_26		Susanne Foitzik and Philip Kohlmeier	not collected																																		
GAGA-0224	Temnothorax americanus	Worker_Pupa, Colony_F_396, forward		GAGA-0224_Tame_pupae_rep3	Whole	Pupae		SRR11149974	PRJNA606685	SAMN14103501	RNA-Seq	200	4.47 G	1.56 Gb	UNIVERSITY OF REGENSBURG	SRX7786063	Illumina HiSeq 4000	unspecified	TRANSCRIPTOMIC	Temnothorax americanus	01/05/2020	FCHGV3MBBXX-HKANTfffTACTRAAPEI-213_L7_1	SRP250461	Whole body	Invertebrate	2016-06	USA	North America	USA: New York, Rensselaerville, Huyck Preserve	Worker_Pupa, Colony_F_396, forward	Temnothorax_27		Susanne Foitzik and Philip Kohlmeier	not collected																																		
GAGA-0224	Temnothorax americanus	Worker, Colony_F_396, forward		GAGA-0224_Tame_worker_rep3	Whole	Worker		SRR11149973	PRJNA606685	SAMN14103503	RNA-Seq	200	4.33 G	1.50 Gb	UNIVERSITY OF REGENSBURG	SRX7786064	Illumina HiSeq 4000	unspecified	TRANSCRIPTOMIC	Temnothorax americanus	01/05/2020	FCHGV3MBBXX-HKANTfffTACURAAPEI-214_L7_1	SRP250461	Whole body	Invertebrate	2016-06	USA	North America	USA: New York, Rensselaerville, Huyck Preserve	Worker, Colony_F_396, forward	Temnothorax_28		Susanne Foitzik and Philip Kohlmeier	not collected																																		
GAGA-0224	Temnothorax americanus	Queen, Colony_F_396, forward		GAGA-0224_Tame_queen_rep3	Whole	Queen		SRR11149972	PRJNA606685	SAMN14103505	RNA-Seq	200	4.49 G	1.62 Gb	UNIVERSITY OF REGENSBURG	SRX7786065	Illumina HiSeq 4000	unspecified	TRANSCRIPTOMIC	Temnothorax americanus	01/05/2020	FCHGV3MBBXX-HKANTfffTACVRAAPEI-216_L7_1	SRP250461	Whole body	Invertebrate	2016-06	USA	North America	USA: New York, Rensselaerville, Huyck Preserve	Queen, Colony_F_396, forward	Temnothorax_29		Susanne Foitzik and Philip Kohlmeier	not collected																																		
GAGA-0224	Temnothorax americanus	Male, Colony_F_396, forward		GAGA-0224_Tame_male_rep3	Whole	Male		SRR11149971	PRJNA606685	SAMN14103507	RNA-Seq	200	4.31 G	1.50 Gb	UNIVERSITY OF REGENSBURG	SRX7786066	Illumina HiSeq 4000	unspecified	TRANSCRIPTOMIC	Temnothorax americanus	01/05/2020	FCHGV3MBBXX-HKANTfffTACWRAAPEI-218_L2_1	SRP250461	Whole body	Invertebrate	2016-06	USA	North America	USA: New York, Rensselaerville, Huyck Preserve	Male, Colony_F_396, forward	Temnothorax_30		Susanne Foitzik and Philip Kohlmeier	not collected																																		
GAGA-0224	Temnothorax americanus	Tandem following worker brain transcriptome	X	GAGA-0224_Tame_worker_tandemfollower_rep1	Brain	Worker	Gene expression of tandem-running in Temnothorax: we elucidate the transcriptomic basis of scouting, tandem-leading, and tandem-following behavior across two species with opposing lifestyles: the slavemaking Temnothorax americanus and its primary, non-parasitic host T. longispinosus.	SRR8138690	PRJNA503093	SAMN10352302	RNA-Seq	200	4.47 G	1.54 Gb	JOHANNES GUTENBERG UNIVERSITY MAINZ	SRX4959576	Illumina HiSeq 4000	RT-PCR	TRANSCRIPTOMIC	Temnothorax americanus	31/10/2018	A-114-Fo-Tam	SRP167292	brain	Invertebrate	2016-06	USA	North America	USA: Rensselearville	Follower 1 Tam	223_L5																																					
GAGA-0224	Temnothorax americanus	Tandem leading worker brain transcriptome	X	GAGA-0224_Tame_worker_tandemleader_rep1	Brain	Worker		SRR8138689	PRJNA503093	SAMN10352303	RNA-Seq	200	4.42 G	1.50 Gb	JOHANNES GUTENBERG UNIVERSITY MAINZ	SRX4959577	Illumina HiSeq 4000	RT-PCR	TRANSCRIPTOMIC	Temnothorax americanus	31/10/2018	A-114-Le-1-Tam	SRP167292	brain	Invertebrate	2016-06	USA	North America	USA: Rensselearville	Leader 1 Tam	206_L5																																					
GAGA-0224	Temnothorax americanus	Scouting worker brain transcriptome	X	GAGA-0224_Tame_worker_scout_rep1	Brain	Worker		SRR8138685	PRJNA503093	SAMN10352307	RNA-Seq	200	4.40 G	1.50 Gb	JOHANNES GUTENBERG UNIVERSITY MAINZ	SRX4959581	Illumina HiSeq 4000	RT-PCR	TRANSCRIPTOMIC	Temnothorax americanus	31/10/2018	D-80-Sc-1-Tam	SRP167292	brain	Invertebrate	2016-06	USA	North America	USA: Rensselearville	Scout 1 Tam	205_L5																																					
GAGA-0224	Temnothorax americanus	Scouting worker brain transcriptome	X	GAGA-0224_Tame_worker_scout_rep2	Brain	Worker		SRR8138691	PRJNA503093	SAMN10352311	RNA-Seq	200	4.41 G	1.54 Gb	JOHANNES GUTENBERG UNIVERSITY MAINZ	SRX4959575	Illumina HiSeq 4000	RT-PCR	TRANSCRIPTOMIC	Temnothorax americanus	31/10/2018	F-410-Sc-1-Tam	SRP167292	brain	Invertebrate	2016-06	USA	North America	USA: Rensselearville	Scout 2 Tam	201_L5																																					
GAGA-0224	Temnothorax americanus	Tandem leading worker brain transcriptome	X	GAGA-0224_Tame_worker_tandemleader_rep2	Brain	Worker		SRR8138680	PRJNA503093	SAMN10352312	RNA-Seq	200	4.45 G	1.59 Gb	JOHANNES GUTENBERG UNIVERSITY MAINZ	SRX4959586	Illumina HiSeq 4000	RT-PCR	TRANSCRIPTOMIC	Temnothorax americanus	31/10/2018	H-209-Le-1-Tam	SRP167292	brain	Invertebrate	2016-06	USA	North America	USA: Rensselearville	Leader 2 Tam	218_L3																																					
GAGA-0224	Temnothorax americanus	Tandem following worker brain transcriptome	X	GAGA-0224_Tame_worker_tandemfollower_rep2	Brain	Worker		SRR8138679	PRJNA503093	SAMN10352313	RNA-Seq	200	4.30 G	1.52 Gb	JOHANNES GUTENBERG UNIVERSITY MAINZ	SRX4959587	Illumina HiSeq 4000	RT-PCR	TRANSCRIPTOMIC	Temnothorax americanus	31/10/2018	H-232-Fo1-Tam	SRP167292	brain	Invertebrate	2016-06	USA	North America	USA: Rensselearville	Follower 2 Tam	221_L4-L5																																					
GAGA-0224	Temnothorax americanus	Tandem leading worker brain transcriptome		GAGA-0224_Tame_worker_tandemleader_rep3	Brain	Worker		SRR8138682	PRJNA503093	SAMN10352314	RNA-Seq	200	4.32 G	1.56 Gb	JOHANNES GUTENBERG UNIVERSITY MAINZ	SRX4959584	Illumina HiSeq 4000	RT-PCR	TRANSCRIPTOMIC	Temnothorax americanus	31/10/2018	H-232-Le-1-Tam	SRP167292	brain	Invertebrate	2016-06	USA	North America	USA: Rensselearville	Leader 3 Tam	220_L4																																					
GAGA-0224	Temnothorax americanus	Scouting worker brain transcriptome		GAGA-0224_Tame_worker_scout_rep3	Brain	Worker		SRR8138678	PRJNA503093	SAMN10352318	RNA-Seq	200	4.40 G	1.65 Gb	JOHANNES GUTENBERG UNIVERSITY MAINZ	SRX4959588	Illumina HiSeq 4000	RT-PCR	TRANSCRIPTOMIC	Temnothorax americanus	31/10/2018	M-517-Sc-1-Tam	SRP167292	brain	Invertebrate	2016-06	USA	North America	USA: Rensselearville	Scout 3 Tam	219_L4																																					
GAGA-0224	Temnothorax americanus	Tandem following worker brain transcriptome		GAGA-0224_Tame_worker_tandemfollower_rep3	Brain	Worker		SRR8138677	PRJNA503093	SAMN10352319	RNA-Seq	200	4.45 G	1.56 Gb	JOHANNES GUTENBERG UNIVERSITY MAINZ	SRX4959589	Illumina HiSeq 4000	RT-PCR	TRANSCRIPTOMIC	Temnothorax americanus	31/10/2018	O-520-Fo-2-Tam	SRP167292	brain	Invertebrate	2016-06	USA	North America	USA: Rensselearville	Follower 3 Tam	213_L3																																					
GAGA-0224	Temnothorax americanus	Tandem leading worker brain transcriptome		GAGA-0224_Tame_worker_tandemleader_rep4	Brain	Worker		SRR8138674	PRJNA503093	SAMN10352320	RNA-Seq	200	4.42 G	1.58 Gb	JOHANNES GUTENBERG UNIVERSITY MAINZ	SRX4959592	Illumina HiSeq 4000	RT-PCR	TRANSCRIPTOMIC	Temnothorax americanus	31/10/2018	O-520-Le-2-Tam	SRP167292	brain	Invertebrate	2016-06	USA	North America	USA: Rensselearville	Leader 4 Tam	214_L4																																					
GAGA-0224	Temnothorax americanus	Scouting worker brain transcriptome		GAGA-0224_Tame_worker_scout_rep4	Brain	Worker		SRR8138673	PRJNA503093	SAMN10352321	RNA-Seq	200	4.35 G	1.64 Gb	JOHANNES GUTENBERG UNIVERSITY MAINZ	SRX4959593	Illumina HiSeq 4000	RT-PCR	TRANSCRIPTOMIC	Temnothorax americanus	31/10/2018	O-520-Sc-1-Tam	SRP167292	brain	Invertebrate	2016-06	USA	North America	USA: Rensselearville	Scout 4 Tam	216_L4																																					
GAGA-0224	Temnothorax americanus	Tandem following worker brain transcriptome		GAGA-0224_Tame_worker_tandemfollower_rep4	Brain	Worker		SRR8138693	PRJNA503093	SAMN10352322	RNA-Seq	200	4.43 G	1.50 Gb	JOHANNES GUTENBERG UNIVERSITY MAINZ	SRX4959573	Illumina HiSeq 4000	RT-PCR	TRANSCRIPTOMIC	Temnothorax americanus	31/10/2018	O-551-Fo1-Tam	SRP167292	brain	Invertebrate	2016-06	USA	North America	USA: Rensselearville	Follower 4 Tam	207_L5																																					
GAGA-0224	Temnothorax americanus	Tandem leading worker brain transcriptome		GAGA-0224_Tame_worker_tandemleader_rep5	Brain	Worker		SRR8138694	PRJNA503093	SAMN10352323	RNA-Seq	200	4.41 G	1.57 Gb	JOHANNES GUTENBERG UNIVERSITY MAINZ	SRX4959572	Illumina HiSeq 4000	RT-PCR	TRANSCRIPTOMIC	Temnothorax americanus	31/10/2018	O-551-Le-2-Tam	SRP167292	brain	Invertebrate	2016-06	USA	North America	USA: Rensselearville	Leader 5 Tam	212_L4																																					
GAGA-0224	Temnothorax americanus	Tandem following worker brain transcriptome		GAGA-0224_Tame_worker_tandemfollower_rep5	Brain	Worker		SRR8138698	PRJNA503093	SAMN10352327	RNA-Seq	200	4.45 G	1.54 Gb	JOHANNES GUTENBERG UNIVERSITY MAINZ	SRX4959568	Illumina HiSeq 4000	RT-PCR	TRANSCRIPTOMIC	Temnothorax americanus	31/10/2018	T-891-Fo-1-Tam	SRP167292	brain	Invertebrate	2016-06	USA	North America	USA: Rensselearville	Follower 5 Tam	202_L5																																					
GAGA-0224	Temnothorax americanus	Scouting worker brain transcriptome		GAGA-0224_Tame_worker_scout_rep5	Brain	Worker		SRR8138699	PRJNA503093	SAMN10352328	RNA-Seq	200	4.34 G	1.56 Gb	JOHANNES GUTENBERG UNIVERSITY MAINZ	SRX4959567	Illumina HiSeq 4000	RT-PCR	TRANSCRIPTOMIC	Temnothorax americanus	31/10/2018	T-891-Sc1-Tam	SRP167292	brain	Invertebrate	2016-06	USA	North America	USA: Rensselearville	Scout 5 Tam	222_L4																																					
GAGA-0224	Temnothorax americanus	Slavemaker - Before raid			Whole	Worker	RNA from slave maker ant before and during raids	SRR5309488	PRJNA377627	SAMN06470300	RNA-Seq	202	168.79 M	102.72 Mb	GEO	SRX2609775	Illumina HiSeq 2000	cDNA	TRANSCRIPTOMIC	Temnothorax americanus	03/07/2017	GSM2517932	SRP101287	whole body	Slavemaker - Before raid		GSM2517932	whole body																																								
GAGA-0224	Temnothorax americanus	Slavemaker - Before raid			Whole	Worker		SRR5309487	PRJNA377627	SAMN06470300	RNA-Seq	202	726.67 M	460.34 Mb	GEO	SRX2609775	Illumina HiSeq 2000	cDNA	TRANSCRIPTOMIC	Temnothorax americanus	03/07/2017	GSM2517932	SRP101287	whole body	Slavemaker - Before raid		GSM2517932	whole body																																								
GAGA-0224	Temnothorax americanus	Slavemaker - Before raid			Whole	Worker		SRR5309489	PRJNA377627	SAMN06470300	RNA-Seq	202	418.02 M	272.08 Mb	GEO	SRX2609775	Illumina HiSeq 2000	cDNA	TRANSCRIPTOMIC	Temnothorax americanus	03/07/2017	GSM2517932	SRP101287	whole body	Slavemaker - Before raid		GSM2517932	whole body																																								
GAGA-0224	Temnothorax americanus	Slavemaker - Before raid			Whole	Worker		SRR5309480	PRJNA377627	SAMN06470302	RNA-Seq	202	425.31 M	272.50 Mb	GEO	SRX2609774	Illumina HiSeq 2000	cDNA	TRANSCRIPTOMIC	Temnothorax americanus	03/07/2017	GSM2517931	SRP101287	whole body	Slavemaker - Before raid		GSM2517931	whole body																																								
GAGA-0224	Temnothorax americanus	Slavemaker - Before raid			Whole	Worker		SRR5309481	PRJNA377627	SAMN06470302	RNA-Seq	202	808.00 M	498.74 Mb	GEO	SRX2609774	Illumina HiSeq 2000	cDNA	TRANSCRIPTOMIC	Temnothorax americanus	03/07/2017	GSM2517931	SRP101287	whole body	Slavemaker - Before raid		GSM2517931	whole body																																								
GAGA-0224	Temnothorax americanus	Slavemaker - Before raid			Whole	Worker		SRR5309482	PRJNA377627	SAMN06470302	RNA-Seq	202	125.63 M	78.09 Mb	GEO	SRX2609774	Illumina HiSeq 2000	cDNA	TRANSCRIPTOMIC	Temnothorax americanus	03/07/2017	GSM2517931	SRP101287	whole body	Slavemaker - Before raid		GSM2517931	whole body																																								
GAGA-0224	Temnothorax americanus	Slavemaker - Before raid			Whole	Worker		SRR5309483	PRJNA377627	SAMN06470302	RNA-Seq	202	808.00 M	535.00 Mb	GEO	SRX2609774	Illumina HiSeq 2000	cDNA	TRANSCRIPTOMIC	Temnothorax americanus	03/07/2017	GSM2517931	SRP101287	whole body	Slavemaker - Before raid		GSM2517931	whole body																																								
GAGA-0224	Temnothorax americanus	Slavemaker - Before raid			Whole	Worker		SRR5309485	PRJNA377627	SAMN06470302	RNA-Seq	202	808.00 M	525.94 Mb	GEO	SRX2609774	Illumina HiSeq 2000	cDNA	TRANSCRIPTOMIC	Temnothorax americanus	03/07/2017	GSM2517931	SRP101287	whole body	Slavemaker - Before raid		GSM2517931	whole body																																								
GAGA-0224	Temnothorax americanus	Slavemaker - Before raid			Whole	Worker		SRR5309486	PRJNA377627	SAMN06470302	RNA-Seq	202	148.90 M	101.11 Mb	GEO	SRX2609774	Illumina HiSeq 2000	cDNA	TRANSCRIPTOMIC	Temnothorax americanus	03/07/2017	GSM2517931	SRP101287	whole body	Slavemaker - Before raid		GSM2517931	whole body																																								
GAGA-0224	Temnothorax americanus	Slavemaker - Before raid			Whole	Worker		SRR5309484	PRJNA377627	SAMN06470302	RNA-Seq	202	808.00 M	532.50 Mb	GEO	SRX2609774	Illumina HiSeq 2000	cDNA	TRANSCRIPTOMIC	Temnothorax americanus	03/07/2017	GSM2517931	SRP101287	whole body	Slavemaker - Before raid		GSM2517931	whole body																																								
GAGA-0224	Temnothorax americanus	Slavemaker - Before raid			Whole	Worker		SRR5309468	PRJNA377627	SAMN06470303	RNA-Seq	202	315.31 M	198.48 Mb	GEO	SRX2609772	Illumina HiSeq 2000	cDNA	TRANSCRIPTOMIC	Temnothorax americanus	03/07/2017	GSM2517929	SRP101287	whole body	Slavemaker - Before raid		GSM2517929	whole body																																								
GAGA-0224	Temnothorax americanus	Slavemaker - Before raid			Whole	Worker		SRR5309469	PRJNA377627	SAMN06470303	RNA-Seq	202	759.10 M	465.87 Mb	GEO	SRX2609772	Illumina HiSeq 2000	cDNA	TRANSCRIPTOMIC	Temnothorax americanus	03/07/2017	GSM2517929	SRP101287	whole body	Slavemaker - Before raid		GSM2517929	whole body																																								
GAGA-0224	Temnothorax americanus	Slavemaker - Before raid			Whole	Worker		SRR5309472	PRJNA377627	SAMN06470303	RNA-Seq	202	496.24 M	325.24 Mb	GEO	SRX2609772	Illumina HiSeq 2000	cDNA	TRANSCRIPTOMIC	Temnothorax americanus	03/07/2017	GSM2517929	SRP101287	whole body	Slavemaker - Before raid		GSM2517929	whole body																																								
GAGA-0224	Temnothorax americanus	Slavemaker - Before raid			Whole	Worker		SRR5309470	PRJNA377627	SAMN06470303	RNA-Seq	202	808.00 M	530.64 Mb	GEO	SRX2609772	Illumina HiSeq 2000	cDNA	TRANSCRIPTOMIC	Temnothorax americanus	03/07/2017	GSM2517929	SRP101287	whole body	Slavemaker - Before raid		GSM2517929	whole body																																								
GAGA-0224	Temnothorax americanus	Slavemaker - Before raid			Whole	Worker		SRR5309467	PRJNA377627	SAMN06470303	RNA-Seq	202	808.00 M	516.42 Mb	GEO	SRX2609772	Illumina HiSeq 2000	cDNA	TRANSCRIPTOMIC	Temnothorax americanus	03/07/2017	GSM2517929	SRP101287	whole body	Slavemaker - Before raid		GSM2517929	whole body																																								
GAGA-0224	Temnothorax americanus	Slavemaker - Before raid			Whole	Worker		SRR5309471	PRJNA377627	SAMN06470303	RNA-Seq	202	808.00 M	526.68 Mb	GEO	SRX2609772	Illumina HiSeq 2000	cDNA	TRANSCRIPTOMIC	Temnothorax americanus	03/07/2017	GSM2517929	SRP101287	whole body	Slavemaker - Before raid		GSM2517929	whole body																																								
GAGA-0224	Temnothorax americanus	Slavemaker - Before raid			Whole	Worker		SRR5309473	PRJNA377627	SAMN06470305	RNA-Seq	202	808.00 M	501.04 Mb	GEO	SRX2609773	Illumina HiSeq 2000	cDNA	TRANSCRIPTOMIC	Temnothorax americanus	03/07/2017	GSM2517930	SRP101287	whole body	Slavemaker - Before raid		GSM2517930	whole body																																								
GAGA-0224	Temnothorax americanus	Slavemaker - Before raid			Whole	Worker		SRR5309474	PRJNA377627	SAMN06470305	RNA-Seq	202	598.24 M	370.33 Mb	GEO	SRX2609773	Illumina HiSeq 2000	cDNA	TRANSCRIPTOMIC	Temnothorax americanus	03/07/2017	GSM2517930	SRP101287	whole body	Slavemaker - Before raid		GSM2517930	whole body																																								
GAGA-0224	Temnothorax americanus	Slavemaker - Before raid			Whole	Worker		SRR5309475	PRJNA377627	SAMN06470305	RNA-Seq	202	808.00 M	534.47 Mb	GEO	SRX2609773	Illumina HiSeq 2000	cDNA	TRANSCRIPTOMIC	Temnothorax americanus	03/07/2017	GSM2517930	SRP101287	whole body	Slavemaker - Before raid		GSM2517930	whole body																																								
GAGA-0224	Temnothorax americanus	Slavemaker - Before raid			Whole	Worker		SRR5309478	PRJNA377627	SAMN06470305	RNA-Seq	202	808.00 M	529.36 Mb	GEO	SRX2609773	Illumina HiSeq 2000	cDNA	TRANSCRIPTOMIC	Temnothorax americanus	03/07/2017	GSM2517930	SRP101287	whole body	Slavemaker - Before raid		GSM2517930	whole body																																								
GAGA-0224	Temnothorax americanus	Slavemaker - Before raid			Whole	Worker		SRR5309479	PRJNA377627	SAMN06470305	RNA-Seq	202	626.17 M	412.53 Mb	GEO	SRX2609773	Illumina HiSeq 2000	cDNA	TRANSCRIPTOMIC	Temnothorax americanus	03/07/2017	GSM2517930	SRP101287	whole body	Slavemaker - Before raid		GSM2517930	whole body																																								
GAGA-0224	Temnothorax americanus	Slavemaker - Before raid			Whole	Worker		SRR5309477	PRJNA377627	SAMN06470305	RNA-Seq	202	808.00 M	534.28 Mb	GEO	SRX2609773	Illumina HiSeq 2000	cDNA	TRANSCRIPTOMIC	Temnothorax americanus	03/07/2017	GSM2517930	SRP101287	whole body	Slavemaker - Before raid		GSM2517930	whole body																																								
GAGA-0224	Temnothorax americanus	Slavemaker - Before raid			Whole	Worker		SRR5309476	PRJNA377627	SAMN06470305	RNA-Seq	202	808.00 M	535.85 Mb	GEO	SRX2609773	Illumina HiSeq 2000	cDNA	TRANSCRIPTOMIC	Temnothorax americanus	03/07/2017	GSM2517930	SRP101287	whole body	Slavemaker - Before raid		GSM2517930	whole body																																								
GAGA-0224	Temnothorax americanus	Slavemaker - During raid			Whole	Worker		SRR5309514	PRJNA377627	SAMN06470395	RNA-Seq	202	795.23 M	500.39 Mb	GEO	SRX2609779	Illumina HiSeq 2000	cDNA	TRANSCRIPTOMIC	Temnothorax americanus	03/07/2017	GSM2517936	SRP101287	whole body	Slavemaker - During raid		GSM2517936	whole body																																								
GAGA-0224	Temnothorax americanus	Slavemaker - During raid			Whole	Worker		SRR5309515	PRJNA377627	SAMN06470395	RNA-Seq	202	505.88 M	310.14 Mb	GEO	SRX2609779	Illumina HiSeq 2000	cDNA	TRANSCRIPTOMIC	Temnothorax americanus	03/07/2017	GSM2517936	SRP101287	whole body	Slavemaker - During raid		GSM2517936	whole body																																								
GAGA-0224	Temnothorax americanus	Slavemaker - During raid			Whole	Worker		SRR5309516	PRJNA377627	SAMN06470395	RNA-Seq	202	808.00 M	529.74 Mb	GEO	SRX2609779	Illumina HiSeq 2000	cDNA	TRANSCRIPTOMIC	Temnothorax americanus	03/07/2017	GSM2517936	SRP101287	whole body	Slavemaker - During raid		GSM2517936	whole body																																								
GAGA-0224	Temnothorax americanus	Slavemaker - During raid			Whole	Worker		SRR5309517	PRJNA377627	SAMN06470395	RNA-Seq	202	606.59 M	394.84 Mb	GEO	SRX2609779	Illumina HiSeq 2000	cDNA	TRANSCRIPTOMIC	Temnothorax americanus	03/07/2017	GSM2517936	SRP101287	whole body	Slavemaker - During raid		GSM2517936	whole body																																								
GAGA-0224	Temnothorax americanus	Slavemaker - During raid			Whole	Worker		SRR5309513	PRJNA377627	SAMN06470395	RNA-Seq	202	808.00 M	515.85 Mb	GEO	SRX2609779	Illumina HiSeq 2000	cDNA	TRANSCRIPTOMIC	Temnothorax americanus	03/07/2017	GSM2517936	SRP101287	whole body	Slavemaker - During raid		GSM2517936	whole body																																								
GAGA-0224	Temnothorax americanus	Slavemaker - During raid			Whole	Worker		SRR5309506	PRJNA377627	SAMN06470399	RNA-Seq	202	808.00 M	517.18 Mb	GEO	SRX2609778	Illumina HiSeq 2000	cDNA	TRANSCRIPTOMIC	Temnothorax americanus	03/07/2017	GSM2517935	SRP101287	whole body	Slavemaker - During raid		GSM2517935	whole body																																								
